城市,时间,温度,体感温度,露水,潮湿,降雨,降雨概率,preciptype,下雪,下雪深度,windgust,风速,风向角度,海平面压力,云层,可见度,太阳辐射,solarenergy,uvindex,severerisk,天气现象,icon
shenzhen,2023-08-23T01:00:00,29.5,36.6,26.1,81.86,0,0,,0,0,16.6,9.5,178,1005.4,33.9,10,0,0,0,60,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-23T02:00:00,27.3,32,26.2,93.8,0,0,,0,0,18,3.9,127,1005.1,90,29,0,0,0,60,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-23T03:00:00,29.5,36.1,25.6,79.82,0,0,,0,0,12.2,10.2,150,1004.4,32,10,0,0,0,60,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-23T04:00:00,29.5,36.2,25.7,80.3,0,0,,0,0,12.2,6.4,164,1004.9,32,10,0,0,0,60,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-23T05:00:00,26.7,30.5,26.1,96.28,0,0,,0,0,14.4,0.6,158,1005,90,31.1,0,0,0,60,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-23T06:00:00,29.1,35.3,25.6,81.81,0,0,,0,0,9.7,9.5,161,1004.9,41.5,10,0,0,0,60,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-23T07:00:00,29,34.8,25.3,80.24,0,0,rain,0,0,7.6,6.7,165,1004.9,41.5,10,45,0.2,0,60,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-23T08:00:00,29.2,37.1,26.8,86.95,0.02,100,rain,0,0,14.4,3.7,66,1005.2,88.1,29,214,0.8,2,30,"Rain, Partially cloudy",rain
shenzhen,2023-08-23T09:00:00,30.9,39.1,26.1,75.63,0,0,,0,0,6.8,8.7,178,1005.4,50,10,428,1.5,4,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-23T10:00:00,31.5,39.7,25.9,72.24,0,0,,0,0,8.3,13.6,190,1005.4,50,10,623,2.2,6,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-23T11:00:00,33.3,42.8,26.1,66.24,0,0,,0,0,18,7.1,133,1005.7,80,29,775,2.8,8,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-23T12:00:00,32.4,41.5,26.2,69.99,0,0,,0,0,11.5,15.5,193,1005,38.5,10,824,3,8,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-23T13:00:00,31.9,40.2,25.8,69.91,0,0,,0,0,13.3,18.7,202,1004.5,38.5,10,864,3.1,9,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-23T14:00:00,34.2,41.3,24.4,56.9,0,0,,0,0,21.6,11.6,230,1003.8,78.4,31.1,889,3.2,9,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-23T15:00:00,32,40.2,25.7,69.5,0,0,,0,0,16.2,18,193,1003,38.5,10,808,2.9,8,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-23T16:00:00,31.5,39.3,25.6,71.18,0,0,,0,0,15.5,16.9,192,1003,38.5,10,638,2.3,6,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-23T17:00:00,32.1,41.8,26.6,73.02,0,0,,0,0,21.6,1.3,169,1003.4,84.2,31.1,424,1.5,4,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-23T18:00:00,30.9,38.6,25.7,73.81,0,0,,0,0,16.6,13.6,165,1004,30,10,178,0.6,2,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-23T19:00:00,30.9,39.2,26.1,75.43,0,0,,0,0,16.6,14.6,160,1004.5,32,10,28,0.1,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-23T20:00:00,29.4,37,26.5,84.73,0,0,,0,0,21.6,7.4,90,1005.8,91.9,31.1,0,0,0,60,Overcast,cloudy
shenzhen,2023-08-23T21:00:00,29.1,36.6,26.6,86.5,0,0,,0,0,15.5,11.9,76,1005.4,58.3,10,0,0,0,60,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-23T22:00:00,29.6,36.9,26.2,81.87,0,0,,0,0,14,10.6,98,1005.4,39.4,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-23T23:00:00,28.7,35.8,26.6,88.57,0,0,,0,0,21.6,10.4,88,1006.1,90,31.1,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-24T00:00:00,30,37.7,26.2,79.68,0,0,,0,0,14.4,12.9,95,1005.9,30,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-24T01:00:00,29.6,36.9,26.2,81.87,0,0,rain,0,0,13,10.6,100,1005,39.4,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-24T02:00:00,28.1,34.2,26.4,90.35,0.006,100,rain,0,0,21.6,7.2,77,1005.2,88.1,26.8,0,0,0,30,"Rain, Partially cloudy",rain
shenzhen,2023-08-24T03:00:00,29.6,36.9,26.2,81.87,0,0,,0,0,8.6,11.6,86,1004.9,66.8,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-24T04:00:00,28.5,34.2,25.6,84.13,0,0,,0,0,7.6,7,353,1004.4,50,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-24T05:00:00,25.7,25.7,25.3,97.37,7.049,100,rain,0,0,21.6,4.2,58,1005.3,91.9,24.6,0,0,0,30,"Rain, Overcast",rain
shenzhen,2023-08-24T06:00:00,27.4,32.2,26.1,92.5,0,0,,0,0,8.6,9.4,105,1005.5,68.8,9.2,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-24T07:00:00,27.9,33.1,25.6,86.99,0,0,,0,0,9.4,12.3,119,1005.9,68.8,10,46,0.2,0,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-24T08:00:00,25.8,25.8,24.8,94.18,9.556,100,rain,0,0,21.6,10.4,96,1007.2,90,29,223,0.8,2,30,"Rain, Partially cloudy",rain
shenzhen,2023-08-24T09:00:00,29.8,36.7,25.6,78.14,0,0,,0,0,9.4,8.9,104,1007,68.8,10,455,1.6,5,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-24T10:00:00,29.9,36.9,25.6,77.68,0,0,rain,0,0,8.6,10.6,132,1007,68.8,10,657,2.4,7,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-24T11:00:00,30.3,38.9,26.7,81.11,0,0,rain,0,0,9,10.7,93,1007.8,91,8,810,2.9,8,30,Overcast,cloudy
shenzhen,2023-08-24T12:00:00,29.1,36.9,26.9,88.46,0,0,rain,0,0,12.6,14,257,1007.4,68.8,10,891,3.2,9,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-24T13:00:00,27.7,32.3,25.2,85.85,0,0,,0,0,16.6,19.3,208,1006.9,68.8,6.7,831,3,8,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-24T14:00:00,30.1,38,26.3,80.49,0.043,100,rain,0,0,18,10.3,67,1006.3,91.9,29,815,2.9,8,30,"Rain, Overcast",rain
shenzhen,2023-08-24T15:00:00,29.1,34.9,25.2,79.28,0,0,,0,0,14.8,9.6,106,1005.5,50,10,738,2.7,7,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-24T16:00:00,29.5,35.6,25.2,77.35,0,0,,0,0,14.4,8.3,155,1005.4,39.4,10,608,2.2,6,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-24T17:00:00,28.9,35.4,26.1,84.77,0,0,,0,0,18,7.3,113,1005.4,82.3,33.2,428,1.5,4,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-24T18:00:00,29.5,35.6,25.2,77.82,0,0,,0,0,13,10.4,108,1005.4,41.5,10,189,0.7,2,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-24T19:00:00,29.5,36.2,25.7,80.3,0,0,,0,0,14,6.4,102,1006,32,10,29,0.1,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-24T20:00:00,27.7,32.7,25.7,88.89,0,0,,0,0,11.2,3.8,139,1007.5,82.3,9.1,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-24T21:00:00,29.5,35.5,25.1,77.15,0,0,,0,0,10.4,9.9,64,1007.5,30,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-24T22:00:00,28.7,33.1,24.1,76.22,0,0,,0,0,8.3,6.5,131.9,1008,100,24.1,0,0,0,30,Overcast,cloudy
shenzhen,2023-08-24T23:00:00,29.2,34.7,24.8,77.46,0,0,,0,0,7.9,10.5,94,1008.5,91.9,18.4,0,0,0,30,Overcast,cloudy
shenzhen,2023-08-25T00:00:00,28.6,34.5,25.7,84.59,0,0,,0,0,9,7,120,1007.4,30,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-25T01:00:00,28.6,34.5,25.7,84.59,0,0,,0,0,8.3,8.5,65,1007,30,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-25T02:00:00,26.6,26.6,25.7,94.79,0,0,,0,0,4.3,3.9,169,1006.8,65.8,19.5,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-25T03:00:00,28.1,33.8,26.2,89.46,0,0,,0,0,1.8,8.3,91,1006,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-25T04:00:00,28.5,33.8,25.3,82.74,0,0,,0,0,2.2,8.5,101,1005.9,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-25T05:00:00,26,26,25.4,96.73,0,0,,0,0,5,0.6,82,1005.8,65.8,21.6,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-25T06:00:00,27.6,32.7,26.2,91.95,0,0,,0,0,5.8,5.9,94,1006,32,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-25T07:00:00,29.1,35.9,26.2,84.41,0,0,,0,0,3.2,6.6,88,1006.9,33.9,10,41,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-25T08:00:00,28.9,36.2,26.7,87.82,0.577,100,rain,0,0,3.2,4,98,1007.6,57.7,18.7,240,0.9,2,10,"Rain, Partially cloudy",rain
shenzhen,2023-08-25T09:00:00,31.4,40.1,26.3,74.14,0,0,,0,0,4.3,9,60,1007.9,40.6,10,469,1.7,5,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-25T10:00:00,31.1,38.9,25.8,73.82,0,0,,0,0,5.8,7.2,62,1008,50,10,671,2.4,7,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-25T11:00:00,30.3,38.5,26.4,79.74,0.441,100,rain,0,0,7.6,4.1,210,1007.6,71.2,19.5,810,2.9,8,30,"Rain, Partially cloudy",rain
shenzhen,2023-08-25T12:00:00,31.1,38.9,25.7,73.19,0,0,,0,0,9.4,10.4,159,1006.5,38.5,10,831,3,8,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-25T13:00:00,31.9,40.6,26.1,71.31,0,0,,0,0,11.2,15.6,223,1006.5,40.6,10,934,3.4,9,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-25T14:00:00,30.5,38.5,26.2,77.9,0.099,100,rain,0,0,11.9,5.2,272,1005.9,90,19.5,846,3,8,30,"Rain, Partially cloudy",rain
shenzhen,2023-08-25T15:00:00,29.6,35.9,25.3,77.83,0,0,,0,0,13,9.3,344,1005.4,50,10,792,2.9,8,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-25T16:00:00,29.6,35.9,25.3,77.83,0,0,,0,0,13,5.5,77,1005.4,50,10,577,2.1,6,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-25T17:00:00,27.3,32.2,26.4,94.58,0,0,,0,0,13.3,4,101,1005,72.2,21.7,389,1.4,4,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-25T18:00:00,29.9,37.5,26.1,79.88,0,0,,0,0,15.5,5.1,275,1005.4,50,10,194,0.7,2,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-25T19:00:00,29.9,37.6,26.2,80.37,0,0,,0,0,15.1,10.1,142,1005.4,41.5,10,31,0.1,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-25T20:00:00,29.4,35.5,25.3,79.02,0,0,,0,0,14,6.5,61,1006.7,90,10.3,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-25T21:00:00,29.9,37,25.7,78.16,0,0,,0,0,12.2,6.8,104,1006.4,33.9,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-25T22:00:00,29.9,37,25.7,78.16,0,0,,0,0,10.1,7.4,64,1007,33.9,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-25T23:00:00,27,31.2,26.2,95.65,0,0,,0,0,32.4,4.1,99,1007.3,90,31.1,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-26T00:00:00,29.1,35.4,25.7,82.31,0,0,,0,0,10.8,11,54,1006.4,33.9,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-26T01:00:00,29.1,35.4,25.7,82.31,0,0,,0,0,11.5,10.2,77,1006,30,10,0,0,0,60,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-26T02:00:00,26.3,26.3,25.7,96.72,0,0,,0,0,18,3.8,134,1005.7,90,28,0,0,0,60,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-26T03:00:00,28.9,35.2,25.7,82.8,0,0,,0,0,9,6.1,96,1005.4,30,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-26T04:00:00,28.9,35.2,25.7,82.8,0,0,,0,0,9.7,3.4,158,1005.4,30,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-26T05:00:00,26.2,26.2,25.7,97.22,0,0,,0,0,10.8,0.5,100,1005.4,90,32.6,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-26T06:00:00,28.5,34.4,25.7,84.87,0,0,,0,0,7.2,6.7,124,1005,33.9,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-26T07:00:00,28.9,35.7,26.2,84.91,0,0,,0,0,8.3,10.6,117,1005.4,30,10,40,0.1,0,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-26T08:00:00,29.1,36.2,26.4,85.52,17.656,100,rain,0,0,7.2,3.8,37,1005.8,80,28,238,0.9,2,30,"Rain, Partially cloudy",rain
shenzhen,2023-08-26T09:00:00,30.9,38.6,25.7,73.81,0,0,,0,0,7.6,10.8,104,1006,40.6,10,387,1.4,4,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-26T10:00:00,30.9,39.2,26.2,75.89,0,0,,0,0,9.7,10,143,1006,50,10,624,2.2,6,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-26T11:00:00,30.5,39.4,26.7,80.02,0,0,,0,0,14.4,4,264,1006.1,90,29,816,2.9,8,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-26T12:00:00,30.9,39.3,26.2,75.89,0,0,,0,0,13.7,13.5,125,1005,50,10,928,3.3,9,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-26T13:00:00,31.4,39.8,26.1,73.62,0,0,,0,0,16.6,11.7,241,1004,50,10,917,3.3,9,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-26T14:00:00,31.1,40.3,26.7,77.23,0,0,,0,0,21.6,7.6,102,1003.7,82.3,31.1,915,3.3,9,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-26T15:00:00,30.9,40,26.6,77.83,0,0,,0,0,17.3,17.5,167,1003,40.6,10,807,2.9,8,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-26T16:00:00,30.9,39.1,26.1,75.24,0,0,,0,0,17.3,17,189,1002.4,40.6,10,605,2.2,6,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-26T17:00:00,29.9,38.6,27,84.7,0,0,,0,0,21.6,7.7,107,1002.8,80.3,31.1,427,1.5,4,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-26T18:00:00,30.5,38.3,26.1,77.29,0,0,,0,0,19.1,16.9,148,1003,32,10,166,0.6,2,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-26T19:00:00,30.4,37.7,25.7,76.27,0,0,,0,0,17.6,15.4,162,1003,30,10,19,0.1,0,60,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-26T20:00:00,28.7,36.2,27,90.47,0,0,,0,0,21.6,7.3,111,1004.6,91.9,31.1,0,0,0,60,Overcast,cloudy
shenzhen,2023-08-26T21:00:00,29.9,38.1,26.6,82.2,0,0,,0,0,13.7,11.9,142,1004.4,38.5,10,0,0,0,60,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-26T22:00:00,30,37.2,25.7,77.7,0,0,,0,0,11.5,7.9,133,1005,30,10,0,0,0,60,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-26T23:00:00,28.2,34.2,26.2,89.1,0,0,,0,0,21.6,6.9,104,1005.3,91.9,31.1,0,0,0,60,Overcast,cloudy
shenzhen,2023-08-27T00:00:00,29.9,37.5,26.2,80.15,0,0,,0,0,14.4,10.2,100,1004.4,30,10,0,0,0,60,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-27T01:00:00,29.9,37.5,26.2,80.15,0,0,,0,0,14.8,11.7,106,1003.4,30,10,0,0,0,60,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-27T02:00:00,27.9,33.6,26.4,91.65,0,0,,0,0,18,3.6,126,1003.4,80.3,31.1,0,0,0,60,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-27T03:00:00,29.1,35.9,26.2,84.41,0,0,,0,0,13.3,7,83,1003,39.4,10,0,0,0,60,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-27T04:00:00,29.5,36.7,26.2,82.36,0,0,rain,0,0,11.9,7.8,94,1002.4,41.5,10,0,0,0,60,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-27T05:00:00,27,31.3,26.4,96.57,0,0,rain,0,0,18,0.3,38,1002.8,90,31,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-27T06:00:00,27.4,32,25.6,89.65,0,0,rain,0,0,11.9,6.1,193,1003,68.8,9.1,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-27T07:00:00,28,33.7,26.2,89.69,0,0,rain,0,0,10.8,8.7,162,1003,50,10,44,0.2,0,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-27T08:00:00,27.8,33.3,26.1,90.47,0.697,100,rain,0,0,18,3.8,144,1003.8,81.9,28,245,0.9,2,30,"Rain, Partially cloudy",rain
shenzhen,2023-08-27T09:00:00,30,37.3,25.8,78.17,0,0,,0,0,12.6,10.8,130,1003.9,32,10,471,1.7,5,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-27T10:00:00,30.9,40.1,26.7,78.3,0,0,,0,0,11.9,12.7,135,1004,41.5,10,673,2.4,7,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-27T11:00:00,31.7,41.3,26.7,74.85,0,0,,0,0,18,4,93,1004.1,91.9,28.9,817,2.9,8,30,Overcast,cloudy
shenzhen,2023-08-27T12:00:00,30.9,39.9,26.6,78.02,0,0,,0,0,16.2,12.5,209,1003,32,10,926,3.3,9,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-27T13:00:00,31.9,41.7,26.7,73.97,0,0,,0,0,15.8,17.8,210,1002.5,40.6,10,961,3.5,10,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-27T14:00:00,27.6,32.6,25.8,89.81,0.008,100,rain,0,0,21.6,7.5,16,1002.8,90,29,853,3.1,9,30,"Rain, Partially cloudy",rain
shenzhen,2023-08-27T15:00:00,31.4,40.8,26.7,75.96,0,0,,0,0,16.6,12.7,159,1001,40.6,10,708,2.5,7,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-27T16:00:00,31.4,40.7,26.6,75.77,0,0,,0,0,16.6,17,187,1000.5,32,10,551,2,6,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-27T17:00:00,29.3,37.6,27.1,88.12,0,0,,0,0,21.6,7.7,105,1001.5,90,31.1,376,1.4,4,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-27T18:00:00,30.9,38.6,25.7,73.81,0,0,,0,0,16.6,16.3,154,1001.4,30,10,183,0.7,2,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-27T19:00:00,30,37.8,26.2,79.89,0,0,,0,0,17.6,13.8,154,1001.4,30,10,29,0.1,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-27T20:00:00,28.3,34.7,26.6,90.76,0,0,,0,0,21.6,10.7,107,1002.3,90,31.1,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-27T21:00:00,30,37.2,25.7,77.7,0,0,,0,0,16.9,14,128,1002.4,32,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-27T22:00:00,29.9,37.5,26.2,80.15,0,0,,0,0,18.4,14.4,130,1002.9,32,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-27T23:00:00,27.7,33.4,26.6,93.45,0,0,,0,0,21.6,0.9,61,1003.2,91.9,31.1,0,0,0,30,Overcast,cloudy
shenzhen,2023-08-28T00:00:00,29.1,36.4,26.6,86.56,0,0,,0,0,19.1,9.3,88,1002,30,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-28T01:00:00,29.1,35.9,26.2,84.41,0,0,,0,0,15.1,10,110,1001.9,39.4,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-28T02:00:00,26.8,30.8,26.4,97.79,0.028,100,rain,0,0,21.6,0.4,105,1001.8,90,28.8,0,0,0,30,"Rain, Partially cloudy",rain
shenzhen,2023-08-28T03:00:00,29.1,36.4,26.6,86.56,0,0,,0,0,8.3,7.8,96,1001.4,32,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-28T04:00:00,29.1,36.4,26.6,86.56,0,0,,0,0,9.7,7.8,83,1001.4,32,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-28T05:00:00,26.9,30.6,25.7,93.16,0,0,,0,0,10.1,7.6,180,1001.9,60,20,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-28T06:00:00,28.5,33.9,25.2,82.24,0,0,,0,0,8.3,7.9,118,1001.4,41.5,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-28T07:00:00,28.6,34.5,25.7,84.59,0,0,,0,0,7.9,7.4,112,1002.4,50,8.1,40,0.1,0,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-28T08:00:00,27.5,32.5,26.1,91.83,0.02,100,rain,0,0,14.4,3.7,114,1002.6,84.2,31.1,161,0.6,2,30,"Rain, Partially cloudy",rain
shenzhen,2023-08-28T09:00:00,29.8,36.6,25.5,77.67,0,0,,0,0,6.8,10.6,144,1003,50,10,382,1.4,4,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-28T10:00:00,30,37.1,25.7,77.96,0,0,,0,0,7.9,8.5,200,1003,38.5,10,543,2,5,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-28T11:00:00,31.5,42,27.3,78.49,0,0,,0,0,14.4,7.3,86,1002.6,82.3,27.7,784,2.8,8,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-28T12:00:00,31,39.6,26.3,76.1,0,0,,0,0,11.2,9.8,115,1002.4,30,10,892,3.2,9,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-28T13:00:00,31,38.9,25.8,74.01,0,0,,0,0,13.3,10.6,197,1001.4,30,10,944,3.4,9,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-28T14:00:00,32,42.4,27.1,75.01,0.001,100,rain,0,0,21.6,7.9,69,1000.9,91.9,33.2,888,3.2,9,30,"Rain, Overcast",rain
shenzhen,2023-08-28T15:00:00,31.4,40,26.2,74.07,0,0,,0,0,13.3,11.3,174,1001,30,10,770,2.8,8,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-28T16:00:00,30.9,39.5,26.3,76.35,0,0,,0,0,13.7,13.8,145,1000.5,32,10,574,2.1,6,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-28T17:00:00,30.4,39.3,26.8,81.23,0,0,,0,0,21.6,7.5,118,1001.1,91.9,29.9,348,1.3,3,30,Overcast,cloudy
shenzhen,2023-08-28T18:00:00,30.5,38.7,26.3,78.44,0,0,,0,0,13,15,164,1001,32,10,107,0.4,1,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-28T19:00:00,30.5,38,25.8,76.28,0,0,,0,0,13.7,11.4,173,1002,32,10,15,0.1,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-28T20:00:00,28.9,36.1,26.6,87.66,0.036,100,rain,0,0,21.6,7.1,112,1002.7,90,33.2,0,0,0,30,"Rain, Partially cloudy",rain
shenzhen,2023-08-28T21:00:00,30,37.8,26.2,79.89,0,0,,0,0,13,11.9,124,1003,39.4,9.1,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-28T22:00:00,29.6,36.4,25.7,79.83,0,0,,0,0,10.4,8.7,115,1003.4,39.4,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-28T23:00:00,28,34.2,26.8,93.48,0,0,,0,0,21.6,0.6,87,1004.1,90,31,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-29T00:00:00,29.5,35.7,25.4,78.57,0,0,,0,0,5.8,10.2,80,1003.9,58.3,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-29T01:00:00,29,35.3,25.7,82.52,0,0,,0,0,4.7,6.8,56,1003.4,39.4,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-29T02:00:00,27,31.3,26.3,96.38,0,0,,0,0,14.4,0.6,121,1002.7,91.9,31.1,0,0,0,10,Overcast,cloudy
shenzhen,2023-08-29T03:00:00,28.6,34.9,26.2,86.75,0,0,,0,0,5.4,10.4,64,1002,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-29T04:00:00,28.6,34.9,26.2,86.75,0,0,,0,0,7.2,9.6,56,1002,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-29T05:00:00,26.5,26.5,26.1,97.67,0,0,rain,0,0,14.4,0.7,77,1002.9,82.3,31.1,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-29T06:00:00,28.6,34.5,25.7,84.36,0,0,,0,0,6.8,11,56,1003,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-29T07:00:00,28.2,33.2,25.3,84.32,0,0,,0,0,8.6,10,71,1002.9,30,10,41,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-29T08:00:00,28.2,34.4,26.4,90.2,0.06,100,rain,0,0,18,0.9,60,1003.3,90,31.1,189,0.7,2,10,"Rain, Partially cloudy",rain
shenzhen,2023-08-29T09:00:00,30.5,37.9,25.7,75.82,0,0,rain,0,0,5.8,11.9,39,1004,30,10,435,1.6,4,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-29T10:00:00,31.4,39.4,25.7,71.85,0,0,rain,0,0,4.7,11.9,12,1004,41.5,10,663,2.4,7,10,Partially cloudy,partly-cloudy-day
